section,instance_id,J,K,rep,kappa,service_seed,lateness_seed,seed_protocol,file,instance_rule,test_K,test_service_seed,test_lateness_seed,reported_method_count,sha256
5.4,S54_K200_KAPPA0.25_R1,4,200,1,0.25,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K200_KAPPA0.75_R1,4,200,1,0.75,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K200_KAPPA1_R1,4,200,1,1,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K200_KAPPA1.5_R1,4,200,1,1.5,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K200_KAPPA2_R1,4,200,1,2,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K500_KAPPA0_R1,4,500,1,0,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K500_KAPPA0.25_R1,4,500,1,0.25,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K500_KAPPA0.75_R1,4,500,1,0.75,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K500_KAPPA1_R1,4,500,1,1,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K500_KAPPA1.5_R1,4,500,1,1.5,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K500_KAPPA2_R1,4,500,1,2,2035,2035,common_replication_seed,instances/section_5_4/rep_01_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,045696d8bc97d7d50b7666a7b8c1fcecd59aa91810bab0372ebdfda97c99fd18
5.4,S54_K50_KAPPA0_R2,4,50,2,0,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K50_KAPPA0.25_R2,4,50,2,0.25,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K50_KAPPA0.75_R2,4,50,2,0.75,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K50_KAPPA1_R2,4,50,2,1,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K50_KAPPA1.5_R2,4,50,2,1.5,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K50_KAPPA2_R2,4,50,2,2,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K200_KAPPA0_R2,4,200,2,0,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K200_KAPPA0.25_R2,4,200,2,0.25,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K200_KAPPA0.75_R2,4,200,2,0.75,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K200_KAPPA1_R2,4,200,2,1,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K200_KAPPA1.5_R2,4,200,2,1.5,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K200_KAPPA2_R2,4,200,2,2,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K500_KAPPA0_R2,4,500,2,0,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K500_KAPPA0.25_R2,4,500,2,0.25,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K500_KAPPA0.75_R2,4,500,2,0.75,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K500_KAPPA1_R2,4,500,2,1,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K500_KAPPA1.5_R2,4,500,2,1.5,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K500_KAPPA2_R2,4,500,2,2,2045,2045,common_replication_seed,instances/section_5_4/rep_02_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,16873c50685c970a321d3807d0a34f4c5349840a877299b865d5e3a2f3814298
5.4,S54_K50_KAPPA0_R3,4,50,3,0,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K50_KAPPA0.25_R3,4,50,3,0.25,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K50_KAPPA0.75_R3,4,50,3,0.75,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K50_KAPPA1_R3,4,50,3,1,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K50_KAPPA1.5_R3,4,50,3,1.5,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K50_KAPPA2_R3,4,50,3,2,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K200_KAPPA0_R3,4,200,3,0,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K200_KAPPA0.25_R3,4,200,3,0.25,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K200_KAPPA0.75_R3,4,200,3,0.75,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K200_KAPPA1_R3,4,200,3,1,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K200_KAPPA1.5_R3,4,200,3,1.5,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K200_KAPPA2_R3,4,200,3,2,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K500_KAPPA0_R3,4,500,3,0,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K500_KAPPA0.25_R3,4,500,3,0.25,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K500_KAPPA0.75_R3,4,500,3,0.75,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K500_KAPPA1_R3,4,500,3,1,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K500_KAPPA1.5_R3,4,500,3,1.5,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K500_KAPPA2_R3,4,500,3,2,2055,2055,common_replication_seed,instances/section_5_4/rep_03_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,a18591b8bc46e680c0e19308f1d8bd8705eef686f90fd6fb72acb74a6529b8e4
5.4,S54_K50_KAPPA0_R4,4,50,4,0,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K50_KAPPA0.25_R4,4,50,4,0.25,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K50_KAPPA0.75_R4,4,50,4,0.75,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K50_KAPPA1_R4,4,50,4,1,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K50_KAPPA1.5_R4,4,50,4,1.5,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K50_KAPPA2_R4,4,50,4,2,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K200_KAPPA0_R4,4,200,4,0,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K200_KAPPA0.25_R4,4,200,4,0.25,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K200_KAPPA0.75_R4,4,200,4,0.75,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K200_KAPPA1_R4,4,200,4,1,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K200_KAPPA1.5_R4,4,200,4,1.5,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K200_KAPPA2_R4,4,200,4,2,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K500_KAPPA0_R4,4,500,4,0,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K500_KAPPA0.25_R4,4,500,4,0.25,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K500_KAPPA0.75_R4,4,500,4,0.75,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K500_KAPPA1_R4,4,500,4,1,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K500_KAPPA1.5_R4,4,500,4,1.5,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K500_KAPPA2_R4,4,500,4,2,2065,2065,common_replication_seed,instances/section_5_4/rep_04_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,77780159867cfa3028acefd204d35d6156457b88d0242d9ea5bc6cefb46fb98f
5.4,S54_K50_KAPPA0_R5,4,50,5,0,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K50_KAPPA0.25_R5,4,50,5,0.25,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K50_KAPPA0.75_R5,4,50,5,0.75,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K50_KAPPA1_R5,4,50,5,1,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:50; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K50_KAPPA1.5_R5,4,50,5,1.5,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:50; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K50_KAPPA2_R5,4,50,5,2,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:50; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K200_KAPPA0_R5,4,200,5,0,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:200; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K200_KAPPA0.25_R5,4,200,5,0.25,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:200; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K200_KAPPA0.75_R5,4,200,5,0.75,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:200; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K200_KAPPA1_R5,4,200,5,1,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:200; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K200_KAPPA1.5_R5,4,200,5,1.5,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:200; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K200_KAPPA2_R5,4,200,5,2,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:200; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K500_KAPPA0_R5,4,500,5,0,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:500; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K500_KAPPA0.25_R5,4,500,5,0.25,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:500; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K500_KAPPA0.75_R5,4,500,5,0.75,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:500; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K500_KAPPA1_R5,4,500,5,1,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:500; tau=clip(1*tau,0,0.5); psi=clip(1*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K500_KAPPA1.5_R5,4,500,5,1.5,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:500; tau=clip(1.5*tau,0,0.5); psi=clip(1.5*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K500_KAPPA2_R5,4,500,5,2,2075,2075,common_replication_seed,instances/section_5_4/rep_05_base_K500.npz,"use scenarios 0:500; tau=clip(2*tau,0,0.5); psi=clip(2*psi,0,0.5)",,,,1,951f5798d0ab088a0f7bcaf98ff7f90cae343d1270b007e17a7fa64d99837185
5.4,S54_K50_KAPPA0_R6,4,50,6,0,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:50; tau=clip(0*tau,0,0.5); psi=clip(0*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K50_KAPPA0.25_R6,4,50,6,0.25,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:50; tau=clip(0.25*tau,0,0.5); psi=clip(0.25*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
5.4,S54_K50_KAPPA0.75_R6,4,50,6,0.75,2085,2085,common_replication_seed,instances/section_5_4/rep_06_base_K500.npz,"use scenarios 0:50; tau=clip(0.75*tau,0,0.5); psi=clip(0.75*psi,0,0.5)",,,,1,7db009f49462046540fe26967ad5f7d4b8417432a9413ce5b808af2eda1d3827
